,train_loss,GFN_losses
0,1.6057162570496337,6.541469688656964
1,1.193998416963096,8.004545175576512
2,0.9863377259181331,8.509044134164158
3,0.8419821934578137,9.052939921994753
4,0.7330297209774724,8.015536386755448
5,0.6463696276798797,7.721984000145635
6,0.5871781433542697,7.75741135319577
7,0.5297052135673194,9.576881957959525
8,0.48842632503936084,9.262854992588863
9,0.4513799062552163,12.940488103069837
10,0.4203903662225309,10.772467975375019
11,0.3872390444191119,11.581843303728707
12,0.363663578328614,12.129238013979755
13,0.34182707832072873,10.982018277614932
14,0.32240994922078836,11.809131839607335
15,0.3028063814337261,13.406083022491842
16,0.282590511960153,12.854723556132257
17,0.26709314181020083,13.548542215854306
18,0.2537757377512158,13.196991268592544
19,0.23866542278768155,14.28816258152829
20,0.2290611648664307,10.76907070377205
